Timestamp,Raw_value_MQ2,Raw_value_MQ3,Raw_value_MQ4,Raw_value_MQ135,Raw_value_MQ6,Raw_value_MQ7,Raw_value_MQ8,Raw_value_MQ9, 
0,1625.6,6464.0,1024.0,1152.0,1216.0,1856.0,1664.0,1280.0
1,1600.0,5760.0,1024.0,1152.0,1216.0,1856.0,1664.0,1280.0
2,1600.0,5939.2,1024.0,1139.2,1216.0,1856.0,1676.8,1280.0
3,1600.0,5260.8,1024.0,1152.0,1216.0,1856.0,1689.6,1228.8
4,1600.0,5068.8,1024.0,1152.0,1216.0,1868.8,1715.2,1254.4
5,1600.0,5504.0,1024.0,1139.2,1216.0,1856.0,1728.0,1216.0
6,1600.0,5888.0,1024.0,1139.2,1216.0,1856.0,1702.4,1216.0
7,1600.0,6720.0,1024.0,1139.2,1216.0,1856.0,1728.0,1280.0
8,1600.0,6003.2,1024.0,1139.2,1216.0,1856.0,1715.2,1241.6
9,1600.0,6220.8,1024.0,1152.0,1216.0,1856.0,1728.0,1280.0
10,1600.0,6310.4,1024.0,1152.0,1216.0,1856.0,1728.0,1280.0
11,1600.0,6528.0,1024.0,1139.2,1216.0,1856.0,1728.0,1216.0
12,1600.0,6080.0,1024.0,1152.0,1216.0,1856.0,1728.0,1280.0
13,1600.0,6976.0,1024.0,1152.0,1216.0,1856.0,1728.0,1280.0
14,1600.0,6745.6,1024.0,1152.0,1216.0,1856.0,1728.0,1216.0
15,1600.0,6310.4,1024.0,1152.0,1216.0,1856.0,1728.0,1216.0
16,1600.0,7616.0,1024.0,1152.0,1216.0,1792.0,1728.0,1216.0
17,1600.0,6912.0,1024.0,1152.0,1216.0,1856.0,1728.0,1280.0
18,1600.0,6912.0,1024.0,1152.0,1216.0,1856.0,1728.0,1216.0
19,1600.0,7603.2,1024.0,1152.0,1216.0,1856.0,1728.0,1216.0
20,1600.0,6771.2,1024.0,1152.0,1216.0,1856.0,1728.0,1280.0
21,1600.0,7449.6,1024.0,1152.0,1216.0,1856.0,1728.0,1216.0
22,1600.0,7360.0,1024.0,1139.2,1216.0,1856.0,1728.0,1267.2
23,1600.0,7321.6,1024.0,1152.0,1216.0,1856.0,1728.0,1216.0
24,1600.0,6592.0,1024.0,1152.0,1216.0,1856.0,1728.0,1216.0
