Timestamp,Raw_value_MQ2,Raw_value_MQ3,Raw_value_MQ4,Raw_value_MQ135,Raw_value_MQ6,Raw_value_MQ7,Raw_value_MQ8,Raw_value_MQ9, 
0,33587.2,11244.8,26540.8,16940.8,30265.6,21683.2,26022.4,16249.6
1,33721.6,11308.8,26611.2,16908.8,30336.0,21638.4,26035.2,16185.6
2,33587.2,11168.0,26636.8,16883.2,30393.6,21676.8,26003.2,16243.2
3,50854.4,30464.0,29228.8,38387.2,34284.8,30451.2,26745.6,22406.4
4,51699.2,30630.4,29747.2,41184.0,35104.0,31788.8,27296.0,27212.8
5,52076.8,30496.0,29843.2,41996.8,35014.4,30771.2,27545.6,26182.4
6,51385.6,30956.8,30150.4,39680.0,35097.6,32345.6,27705.6,26547.2
7,52032.0,30457.6,29568.0,36953.6,33715.2,30860.8,27756.8,26854.4
8,52345.6,32243.2,30003.2,32761.6,33561.6,32499.2,27993.6,25299.2
9,54630.4,29292.8,29318.4,38508.8,33318.4,31552.0,27974.4,27193.6
10,52928.0,28601.6,29676.8,41132.8,35840.0,30732.8,27878.4,24249.6
11,54176.0,27936.0,30656.0,39148.8,35321.6,30393.6,27724.8,24665.6
12,54611.2,28089.6,29836.8,40256.0,34905.6,30496.0,27712.0,23123.2
13,55520.0,27020.8,29472.0,40064.0,33644.8,28953.6,27833.6,24416.0
14,54969.6,25977.6,29120.0,40224.0,32876.8,28204.8,27987.2,27142.4
15,55001.6,25772.8,29228.8,40217.6,32908.8,28019.2,27955.2,27123.2
16,53254.4,26086.4,29612.8,39622.4,32953.6,28704.0,28160.0,25932.8
17,53190.4,25990.4,29593.6,39699.2,33139.2,28691.2,28320.0,25600.0
18,53721.6,25907.2,29612.8,39667.2,33260.8,28550.4,28371.2,25344.0
19,52665.6,26169.6,29862.4,39443.2,33248.0,29030.4,28588.8,24409.6
20,53145.6,26016.0,29843.2,39436.8,33228.8,28563.2,28627.2,24384.0
21,51782.4,26188.8,29952.0,39686.4,33318.4,29286.4,28742.4,24614.4
22,51731.2,26201.6,30048.0,38854.4,33132.8,29996.8,28857.6,24800.0
23,52192.0,26483.2,30150.4,38784.0,33190.4,29939.2,28915.2,24825.6
24,51084.8,26592.0,30438.4,39097.6,33299.2,30470.4,29113.6,24166.4
25,50771.2,26688.0,30764.8,38342.4,33363.2,31020.8,29164.8,23859.2
26,51891.2,26464.0,30668.8,38336.0,33260.8,30233.6,29260.8,23244.8
27,51187.2,26963.2,31020.8,38035.2,33318.4,30880.0,29414.4,22924.8
28,52236.8,27161.6,32460.8,35545.6,33216.0,31091.2,29446.4,21088.0
29,51955.2,26937.6,31635.2,35840.0,33203.2,31654.4,29593.6,21344.0
30,51731.2,26662.4,31161.6,37248.0,33177.6,31315.2,29625.6,21644.8
31,51750.4,26764.8,31827.2,35750.4,33043.2,31897.6,29753.6,20966.4
32,52179.2,26995.2,32448.0,34688.0,33075.2,31961.6,29811.2,20422.4
33,51840.0,27059.2,33555.2,32832.0,32915.2,31936.0,29894.4,19731.2
34,51833.6,27040.0,33363.2,33459.2,32928.0,31993.6,30041.6,19808.0
35,51948.8,27456.0,33644.8,32710.4,32966.4,32153.6,30086.4,19283.2
36,51449.6,27232.0,33836.8,32345.6,32780.8,32684.8,30201.6,19347.2
37,51744.0,27577.6,34700.8,31379.2,32876.8,31923.2,30310.4,18931.2
38,50745.6,27328.0,33952.0,32211.2,32672.0,32697.6,30508.8,19129.6
39,50630.4,28352.0,35155.2,31027.2,32838.4,32108.8,30624.0,18841.6
40,50355.2,28083.2,35059.2,31142.4,32806.4,32416.0,30828.8,18777.6
41,49702.4,28844.8,35385.6,30374.4,32582.4,32518.4,31020.8,18732.8
42,50521.6,29664.0,36012.8,29811.2,32902.4,31328.0,31040.0,18457.6
43,50617.6,29952.0,35884.8,29868.8,32876.8,30732.8,31232.0,18470.4
44,49849.6,29241.6,35500.8,30393.6,32729.6,30988.8,31481.6,18566.4
45,48825.6,31673.6,36012.8,28556.8,32876.8,30355.2,31584.0,18515.2
46,50073.6,30899.2,36185.6,29478.4,32889.6,29753.6,31590.4,18438.4
47,48582.4,32256.0,35987.2,28678.4,32800.0,29625.6,31609.6,18457.6
48,49427.2,31040.0,35961.6,28729.6,32691.2,29286.4,31878.4,19347.2
49,48652.8,32012.8,36268.8,29388.8,32761.6,29619.2,32076.8,18950.4
50,48710.4,31436.8,35724.8,29324.8,32563.2,29062.4,32000.0,19206.4
51,47712.0,31244.8,35872.0,30387.2,32582.4,29728.0,32230.4,19596.8
52,46713.6,31968.0,35424.0,29619.2,32428.8,30220.8,32294.4,19724.8
53,46848.0,31904.0,35436.8,29939.2,32377.6,30348.8,32352.0,19993.6
54,46956.8,31744.0,35667.2,30028.8,32384.0,29664.0,32320.0,20467.2
55,46572.8,31302.4,35577.6,29996.8,32390.4,29856.0,32345.6,21088.0
56,45990.4,32608.0,35475.2,29862.4,32396.8,31033.6,32358.4,21030.4
57,46182.4,32736.0,35507.2,29792.0,32384.0,30220.8,32281.6,21504.0
58,45958.4,32454.4,35232.0,29696.0,32294.4,31404.8,32460.8,21017.6
59,45728.0,32358.4,35123.2,30400.0,32224.0,30950.4,32467.2,23596.8
60,45772.8,32396.8,35443.2,29132.8,32371.2,31513.6,32345.6,22617.6
61,45632.0,32089.6,35238.4,29612.8,32307.2,32102.4,32416.0,23660.8
62,45772.8,32928.0,35545.6,28537.6,32422.4,32844.8,32371.2,22323.2
63,45299.2,33196.8,35379.2,28614.4,32371.2,33568.0,32428.8,22854.4
65,45260.8,33299.2,35680.0,29177.6,32390.4,31436.8,32172.8,24646.4
66,45478.4,32761.6,35366.4,28659.2,32352.0,34105.6,32300.8,23827.2
67,44716.8,32595.2,35385.6,29100.8,32313.6,32736.0,32256.0,25542.4
68,45184.0,32435.2,35321.6,28665.6,32358.4,33964.8,32281.6,25292.8
69,44569.6,32678.4,35328.0,29171.2,32371.2,33177.6,32217.6,26956.8
70,44928.0,33305.6,35424.0,27699.2,32352.0,35104.0,32262.4,24435.2
71,44729.6,33587.2,35584.0,28467.2,32371.2,33478.4,32044.8,25766.4
72,44812.8,33094.4,35635.2,28326.4,32384.0,34060.8,32038.4,25459.2
73,44652.8,33964.8,35699.2,27878.4,32435.2,33382.4,31872.0,25958.4
74,44326.4,34297.6,35641.6,28921.6,32390.4,32352.0,31673.6,28108.8
75,44928.0,34809.6,35827.2,26822.4,32435.2,34681.6,31596.8,23532.8
76,44422.4,33651.2,35212.8,27628.8,32345.6,35603.2,31872.0,26502.4
